"station_id","hour_of_day","departures","arrivals","net_bikes","ebike_available"
"6884.03",8,3,4,1,1
"6884.03",9,5,7,2,1
"6884.03",10,9,2,-7,0
"6884.03",11,3,3,0,0
"6884.03",12,11,9,-2,0
"6884.03",13,5,10,5,1
"6884.03",14,7,5,-2,0
"6884.03",15,9,10,1,1
"6884.03",16,7,9,2,1
"6884.03",17,8,11,3,1
"6884.03",18,15,11,-4,0
"6884.03",19,8,5,-3,0
"6884.03",20,3,4,1,1
"6884.03",21,6,3,-3,0
"6884.03",22,7,3,-4,0
"6884.03",23,4,0,-4,0
"6887.03",0,3,3,0,0
"6887.03",1,1,0,-1,0
"6887.03",6,1,1,0,0
"6887.03",9,2,2,0,0
"6887.03",10,1,1,0,0
"6887.03",12,3,4,1,1
"6887.03",13,2,2,0,0
"6887.03",14,2,1,-1,0
"6887.03",16,2,5,3,1
"6887.03",17,4,1,-3,0
"6887.03",18,1,4,3,1
"6887.03",19,3,5,2,1
"6887.03",21,3,2,-1,0
"6889.12",0,1,1,0,0
"6889.12",2,1,1,0,0
"6889.12",3,1,1,0,0
"6889.12",5,1,3,2,1
"6889.12",6,5,12,7,1
"6889.12",7,11,17,6,1
"6889.12",8,19,14,-5,0
"6889.12",9,12,19,7,1
"6889.12",10,9,5,-4,0
"6889.12",11,11,7,-4,0
"6889.12",12,5,2,-3,0
"6889.12",13,4,9,5,1
"6889.12",14,5,7,2,1
"6889.12",15,12,11,-1,0
"6889.12",16,7,6,-1,0
"6889.12",17,11,8,-3,0
"6889.12",18,8,11,3,1
"6889.12",19,9,7,-2,0
"6889.12",20,2,6,4,1
"6889.12",21,1,9,8,1
"6889.12",22,1,3,2,1
"6889.12",23,2,3,1,1
"6890.01",0,1,1,0,0
"6890.01",1,1,3,2,1
"6890.01",2,2,0,-2,0
"6890.01",4,1,2,1,1
"6890.01",5,2,1,-1,0
"6890.01",6,4,3,-1,0
"6890.01",7,8,0,-8,0
"6890.01",8,2,1,-1,0
"6890.01",10,6,3,-3,0
"6890.01",11,7,7,0,0
"6890.01",12,3,1,-2,0
"6890.01",13,5,6,1,1
"6890.01",14,5,5,0,0
"6890.01",15,4,11,7,1
"6890.01",16,4,9,5,1
"6890.01",17,19,22,3,1
"6890.01",18,12,20,8,1
"6890.01",19,6,8,2,1
"6890.01",20,8,6,-2,0
"6890.01",21,2,6,4,1
"6890.01",22,3,9,6,1
"6890.01",23,6,2,-4,0
"6890.06",0,5,3,-2,0
"6890.06",1,1,1,0,0
"6890.06",2,1,1,0,0
"6890.06",4,2,1,-1,0
"6890.06",5,3,0,-3,0
"6890.06",6,5,1,-4,0
"6890.06",7,6,5,-1,0
"6890.06",8,11,4,-7,0
"6890.06",9,5,4,-1,0
"6890.06",10,2,3,1,1
"6890.06",11,4,2,-2,0
"6890.06",12,3,4,1,1
"6890.06",13,7,6,-1,0
"6890.06",14,3,6,3,1
"6890.06",15,7,10,3,1
"6890.06",16,7,5,-2,0
"6890.06",17,9,5,-4,0
"6890.06",18,14,15,1,1
"6890.06",19,10,5,-5,0
"6890.06",20,1,4,3,1
"6890.06",21,5,11,6,1
"6890.06",22,2,6,4,1
"6890.06",23,2,7,5,1
"6893.1",5,1,0,-1,0
"6893.1",6,4,2,-2,0
"6893.1",8,2,1,-1,0
"6893.1",10,1,1,0,0
"6893.1",11,2,0,-2,0
"6893.1",12,1,0,-1,0
"6893.1",14,2,3,1,1
"6893.1",15,1,1,0,0
"6893.1",16,1,2,1,1
"6893.1",18,4,2,-2,0
"6893.1",19,1,3,2,1
"6893.1",20,2,0,-2,0
"6893.1",21,1,1,0,0
"6893.10",5,1,0,-1,0
"6893.10",7,3,0,-3,0
"6893.10",11,1,0,-1,0
"6893.10",16,1,1,0,0
"6893.10",18,1,0,-1,0
"6893.10",19,1,1,0,0
"6896.16",2,1,0,-1,0
"6896.16",7,3,1,-2,0
"6896.16",8,5,2,-3,0
"6896.16",9,3,5,2,1
"6896.16",10,2,2,0,0
"6896.16",12,4,1,-3,0
"6896.16",13,1,2,1,1
"6896.16",14,4,4,0,0
"6896.16",15,2,4,2,1
"6896.16",16,6,8,2,1
"6896.16",17,9,8,-1,0
"6896.16",18,11,10,-1,0
"6896.16",19,8,2,-6,0
"6896.16",20,5,4,-1,0
"6896.16",21,2,1,-1,0
"6896.16",23,1,1,0,0
"6901.01",7,1,0,-1,0
"6901.01",8,1,3,2,1
"6901.01",9,2,1,-1,0
"6901.01",10,1,1,0,0
"6901.01",11,1,1,0,0
"6901.01",13,2,1,-1,0
"6901.01",16,3,2,-1,0
"6901.01",17,5,1,-4,0
"6904.06",7,1,5,4,1
"6904.06",8,3,9,6,1
"6904.06",9,3,4,1,1
"6904.06",10,3,6,3,1
"6904.06",11,4,2,-2,0
"6904.06",12,5,3,-2,0
"6904.06",13,11,8,-3,0
"6904.06",14,8,7,-1,0
"6904.06",15,14,9,-5,0
"6904.06",16,7,13,6,1
"6904.06",17,8,9,1,1
"6904.06",18,7,4,-3,0
"6904.06",19,6,6,0,0
"6904.06",20,4,4,0,0
"6904.06",21,2,2,0,0
"6904.06",22,4,1,-3,0
"6904.06",23,2,1,-1,0
"6907.03",10,1,1,0,0
"6907.03",11,2,3,1,1
"6907.03",13,2,0,-2,0
"6907.03",15,1,1,0,0
"6907.03",17,2,1,-1,0
"6907.03",18,1,2,1,1
"6907.03",20,1,2,1,1
"6907.03",21,1,0,-1,0
"6907.03",23,1,0,-1,0
"6912.01",0,1,3,2,1
"6912.01",2,2,1,-1,0
"6912.01",4,1,1,0,0
"6912.01",7,10,9,-1,0
"6912.01",8,10,11,1,1
"6912.01",9,16,12,-4,0
"6912.01",10,15,9,-6,0
"6912.01",11,13,19,6,1
"6912.01",12,14,16,2,1
"6912.01",13,25,23,-2,0
"6912.01",14,24,29,5,1
"6912.01",15,21,18,-3,0
"6912.01",16,14,28,14,1
"6912.01",17,33,36,3,1
"6912.01",18,14,25,11,1
"6912.01",19,15,10,-5,0
"6912.01",20,9,6,-3,0
"6912.01",21,4,4,0,0
"6912.01",22,5,4,-1,0
"6912.01",23,4,2,-2,0
"6915.02",0,1,0,-1,0
"6915.02",5,1,1,0,0
"6915.02",7,2,2,0,0
"6915.02",8,2,1,-1,0
"6915.02",9,5,1,-4,0
"6915.02",10,3,2,-1,0
"6915.02",11,3,1,-2,0
"6915.02",12,6,0,-6,0
"6915.02",13,2,1,-1,0
"6915.02",14,3,3,0,0
"6915.02",15,3,3,0,0
"6915.02",17,4,4,0,0
"6915.02",18,4,3,-1,0
"6915.02",19,3,1,-2,0
"6915.02",20,1,1,0,0
"6915.02",21,1,0,-1,0
"6915.02",22,2,2,0,0
"6915.02",23,3,2,-1,0
"6920.03",0,7,3,-4,0
"6920.03",3,1,0,-1,0
"6920.03",4,1,1,0,0
"6920.03",5,1,1,0,0
"6920.03",6,2,2,0,0
"6920.03",7,3,2,-1,0
"6920.03",8,6,1,-5,0
"6920.03",9,6,3,-3,0
"6920.03",10,6,7,1,1
"6920.03",11,7,7,0,0
"6920.03",12,4,5,1,1
"6920.03",13,9,3,-6,0
"6920.03",14,5,7,2,1
"6920.03",15,7,9,2,1
"6920.03",16,4,13,9,1
"6920.03",17,9,17,8,1
"6920.03",18,11,16,5,1
"6920.03",19,12,14,2,1
"6920.03",20,3,8,5,1
"6920.03",21,8,7,-1,0
"6920.03",22,7,8,1,1
"6920.03",23,4,3,-1,0
"6921.04",12,1,0,-1,0
"6923.2",0,1,0,-1,0
"6923.2",5,1,0,-1,0
"6923.2",6,1,1,0,0
"6923.2",7,1,0,-1,0
"6923.2",8,3,1,-2,0
"6923.2",9,2,0,-2,0
"6923.2",10,1,0,-1,0
"6923.2",12,1,2,1,1
"6923.2",14,2,2,0,0
"6923.2",15,7,1,-6,0
"6923.2",16,4,1,-3,0
"6923.2",17,5,1,-4,0
"6923.2",18,2,0,-2,0
"6923.2",19,4,2,-2,0
"6923.2",20,1,0,-1,0
"6923.2",21,1,0,-1,0
"6923.2",22,1,0,-1,0
"6923.20",8,1,4,3,1
"6923.20",10,2,4,2,1
"6923.20",11,1,2,1,1
"6923.20",12,1,2,1,1
"6923.20",13,6,5,-1,0
"6923.20",15,1,6,5,1
"6923.20",16,4,1,-3,0
"6923.20",19,1,0,-1,0
"6923.20",20,2,1,-1,0
"6923.20",21,1,1,0,0
"6923.20",22,1,0,-1,0
"6923.20",23,1,1,0,0
"6925.09",0,5,4,-1,0
"6925.09",1,1,3,2,1
"6925.09",2,1,0,-1,0
"6925.09",5,3,1,-2,0
"6925.09",6,6,3,-3,0
"6925.09",7,7,6,-1,0
"6925.09",8,12,17,5,1
"6925.09",9,7,10,3,1
"6925.09",10,6,6,0,0
"6925.09",11,3,12,9,1
"6925.09",12,6,5,-1,0
"6925.09",13,11,9,-2,0
"6925.09",14,9,8,-1,0
"6925.09",15,18,11,-7,0
"6925.09",16,11,7,-4,0
"6925.09",17,11,18,7,1
"6925.09",18,19,16,-3,0
"6925.09",19,15,6,-9,0
"6925.09",20,8,9,1,1
"6925.09",21,2,10,8,1
"6925.09",23,1,2,1,1
"6926.01",6,2,1,-1,0
"6926.01",7,9,4,-5,0
"6926.01",8,6,3,-3,0
"6926.01",9,5,5,0,0
"6926.01",10,3,3,0,0
"6926.01",11,5,1,-4,0
"6926.01",12,4,4,0,0
"6926.01",13,2,4,2,1
"6926.01",14,2,4,2,1
"6926.01",15,4,6,2,1
"6926.01",16,10,3,-7,0
"6926.01",17,4,14,10,1
"6926.01",18,2,8,6,1
"6926.01",19,8,3,-5,0
"6926.01",20,3,7,4,1
"6926.01",21,2,2,0,0
"6926.01",22,6,4,-2,0
"6926.01",23,4,4,0,0
"6927.03",12,1,0,-1,0
"6927.03",16,1,0,-1,0
"6927.03",18,2,1,-1,0
"6929.01",6,1,0,-1,0
"6929.01",8,5,0,-5,0
"6929.01",9,1,0,-1,0
"6929.01",11,1,1,0,0
"6929.01",14,1,2,1,1
"6929.01",18,1,1,0,0
"6929.01",19,2,2,0,0
"6929.01",20,1,1,0,0
"6932.14",7,3,4,1,1
"6932.14",10,2,3,1,1
"6932.14",11,3,1,-2,0
"6932.14",12,5,6,1,1
"6932.14",13,3,6,3,1
"6932.14",14,5,4,-1,0
"6932.14",15,8,4,-4,0
"6932.14",16,7,2,-5,0
"6932.14",17,6,6,0,0
"6932.14",18,4,4,0,0
"6932.14",19,5,3,-2,0
"6932.14",20,2,2,0,0
"6932.14",21,1,1,0,0
"6932.15",2,1,0,-1,0
"6932.15",3,1,0,-1,0
"6932.15",6,1,0,-1,0
"6932.15",7,2,1,-1,0
"6932.15",8,3,1,-2,0
"6932.15",9,1,5,4,1
"6932.15",10,3,1,-2,0
"6932.15",11,1,5,4,1
"6932.15",12,4,3,-1,0
"6932.15",13,3,4,1,1
"6932.15",14,1,4,3,1
"6932.15",15,4,2,-2,0
"6932.15",16,6,9,3,1
"6932.15",17,5,8,3,1
"6932.15",18,8,9,1,1
"6932.15",19,6,3,-3,0
"6932.15",20,2,1,-1,0
"6932.15",21,1,2,1,1
"6932.15",22,2,2,0,0
"6935.01",7,1,0,-1,0
"6935.01",12,1,0,-1,0
"6937.07",8,1,0,-1,0
"6937.07",9,3,1,-2,0
"6937.07",10,2,2,0,0
"6937.07",11,2,0,-2,0
"6937.07",13,2,2,0,0
"6937.07",14,2,1,-1,0
"6937.07",15,5,3,-2,0
"6937.07",16,1,4,3,1
"6937.07",17,3,2,-1,0
"6937.07",20,1,2,1,1
"6937.07",22,1,3,2,1
"6943.07",0,1,0,-1,0
"6943.07",6,1,0,-1,0
"6943.07",7,4,0,-4,0
"6943.07",8,2,1,-1,0
"6943.07",12,4,0,-4,0
"6943.07",13,2,1,-1,0
"6943.07",14,4,1,-3,0
"6943.07",15,3,4,1,1
"6943.07",16,2,7,5,1
"6943.07",17,2,4,2,1
"6943.07",18,3,2,-1,0
"6943.07",20,1,2,1,1
"6943.07",22,1,3,2,1
"6948.1",0,1,1,0,0
"6948.1",1,1,0,-1,0
"6948.1",2,1,1,0,0
"6948.1",3,1,0,-1,0
"6948.1",5,1,0,-1,0
"6948.1",6,3,0,-3,0
"6948.1",7,3,4,1,1
"6948.1",8,13,4,-9,0
"6948.1",9,4,3,-1,0
"6948.1",10,7,2,-5,0
"6948.1",11,17,3,-14,0
"6948.1",12,10,5,-5,0
"6948.1",13,12,7,-5,0
"6948.1",14,12,10,-2,0
"6948.1",15,10,6,-4,0
"6948.1",16,19,5,-14,0
"6948.1",17,18,9,-9,0
"6948.1",18,18,17,-1,0
"6948.1",19,7,7,0,0
"6948.1",20,8,3,-5,0
"6948.1",21,6,1,-5,0
"6948.1",22,6,1,-5,0
"6948.1",23,3,1,-2,0
"6948.10",3,1,0,-1,0
"6948.10",5,2,0,-2,0
"6948.10",6,1,5,4,1
"6948.10",7,2,6,4,1
"6948.10",8,8,9,1,1
"6948.10",9,6,10,4,1
"6948.10",10,9,7,-2,0
"6948.10",11,4,3,-1,0
"6948.10",12,3,4,1,1
"6948.10",13,6,15,9,1
"6948.10",14,8,16,8,1
"6948.10",15,6,18,12,1
"6948.10",16,7,17,10,1
"6948.10",17,14,23,9,1
"6948.10",18,13,15,2,1
"6948.10",19,6,10,4,1
"6948.10",20,5,11,6,1
"6948.10",21,4,1,-3,0
"6948.10",22,4,5,1,1
"6948.10",23,1,2,1,1
"6949.04",9,1,0,-1,0
"6951.03",4,1,0,-1,0
"6951.03",6,1,0,-1,0
"6951.03",7,2,0,-2,0
"6951.03",8,1,0,-1,0
"6951.03",9,1,1,0,0
"6951.03",12,1,1,0,0
"6951.03",14,2,1,-1,0
"6951.03",15,1,1,0,0
"6951.03",17,1,4,3,1
"6951.03",18,1,0,-1,0
"6951.03",19,1,2,1,1
"6951.03",20,3,0,-3,0
"6951.03",21,1,1,0,0
"6951.03",22,1,2,1,1
"6953.08",0,4,1,-3,0
"6953.08",2,1,1,0,0
"6953.08",3,2,0,-2,0
"6953.08",5,1,1,0,0
"6953.08",6,2,1,-1,0
"6953.08",7,3,5,2,1
"6953.08",8,12,6,-6,0
"6953.08",9,5,5,0,0
"6953.08",10,7,2,-5,0
"6953.08",11,3,4,1,1
"6953.08",13,7,4,-3,0
"6953.08",14,3,5,2,1
"6953.08",15,6,12,6,1
"6953.08",16,6,12,6,1
"6953.08",17,13,7,-6,0
"6953.08",18,14,15,1,1
"6953.08",19,7,5,-2,0
"6953.08",20,3,6,3,1
"6953.08",21,2,1,-1,0
"6953.08",22,1,5,4,1
"6953.08",23,2,3,1,1
"6955.01",0,1,1,0,0
"6955.01",1,1,3,2,1
"6955.01",2,1,1,0,0
"6955.01",3,2,0,-2,0
"6955.01",5,1,1,0,0
"6955.01",6,3,4,1,1
"6955.01",7,7,6,-1,0
"6955.01",8,8,9,1,1
"6955.01",9,6,5,-1,0
"6955.01",10,9,6,-3,0
"6955.01",11,3,5,2,1
"6955.01",12,7,6,-1,0
"6955.01",13,4,6,2,1
"6955.01",14,5,5,0,0
"6955.01",15,6,8,2,1
"6955.01",16,11,7,-4,0
"6955.01",17,13,6,-7,0
"6955.01",18,10,9,-1,0
"6955.01",19,8,6,-2,0
"6955.01",20,3,8,5,1
"6955.01",21,6,3,-3,0
"6955.01",22,4,8,4,1
"6955.01",23,3,1,-2,0
"6955.05",3,2,1,-1,0
"6955.05",6,7,6,-1,0
"6955.05",7,12,8,-4,0
"6955.05",8,12,3,-9,0
"6955.05",9,13,8,-5,0
"6955.05",10,10,7,-3,0
"6955.05",11,7,3,-4,0
"6955.05",12,5,8,3,1
"6955.05",13,4,7,3,1
"6955.05",14,7,10,3,1
"6955.05",15,6,9,3,1
"6955.05",16,7,11,4,1
"6955.05",17,22,19,-3,0
"6955.05",18,14,21,7,1
"6955.05",19,14,10,-4,0
"6955.05",20,3,10,7,1
"6955.05",21,6,8,2,1
"6955.05",22,8,5,-3,0
"6955.05",23,2,3,1,1
"6958.06",6,3,0,-3,0
"6958.06",7,3,2,-1,0
"6958.06",8,6,0,-6,0
"6958.06",9,6,1,-5,0
"6958.06",10,6,3,-3,0
"6958.06",11,2,3,1,1
"6958.06",12,5,1,-4,0
"6958.06",14,3,3,0,0
"6958.06",16,3,3,0,0
"6958.06",17,1,10,9,1
"6958.06",18,4,3,-1,0
"6958.06",19,7,6,-1,0
"6958.06",22,1,1,0,0
"6958.06",23,2,3,1,1
"6960.1",0,1,0,-1,0
"6960.1",6,3,0,-3,0
"6960.1",7,2,1,-1,0
"6960.1",8,4,0,-4,0
"6960.1",11,3,0,-3,0
"6960.1",12,3,2,-1,0
"6960.1",14,2,0,-2,0
"6960.1",15,1,0,-1,0
"6960.1",16,5,0,-5,0
"6960.1",17,5,1,-4,0
"6960.1",18,3,0,-3,0
"6960.1",19,2,1,-1,0
"6960.1",20,2,2,0,0
"6960.1",22,2,0,-2,0
"6960.1",23,1,1,0,0
"6960.10",0,1,2,1,1
"6960.10",7,1,2,1,1
"6960.10",8,1,3,2,1
"6960.10",9,2,1,-1,0
"6960.10",11,1,1,0,0
"6960.10",12,1,1,0,0
"6960.10",13,5,1,-4,0
"6960.10",14,1,3,2,1
"6960.10",15,1,4,3,1
"6960.10",16,3,2,-1,0
"6960.10",17,2,8,6,1
"6960.10",18,2,3,1,1
"6960.10",19,3,1,-2,0
"6960.10",20,1,0,-1,0
"6960.10",21,1,2,1,1
"6960.10",22,1,1,0,0
"6964.05",8,1,0,-1,0
"6964.05",13,1,0,-1,0
"6964.05",15,1,0,-1,0
"6964.05",17,1,1,0,0
"6964.05",20,2,1,-1,0
"6966.04",8,4,2,-2,0
"6966.04",10,1,0,-1,0
"6966.04",11,1,0,-1,0
"6966.04",12,1,0,-1,0
"6966.04",14,2,1,-1,0
"6966.04",15,2,1,-1,0
"6966.04",19,2,1,-1,0
"6966.04",23,2,0,-2,0
"6969.08",8,1,2,1,1
"6969.08",9,1,3,2,1
"6969.08",10,1,3,2,1
"6969.08",11,2,3,1,1
"6969.08",12,3,1,-2,0
"6969.08",13,4,4,0,0
"6969.08",14,2,5,3,1
"6969.08",15,1,2,1,1
"6969.08",16,1,4,3,1
"6969.08",17,7,1,-6,0
"6969.08",18,3,3,0,0
"6969.08",19,1,3,2,1
"6969.08",20,1,1,0,0
"6969.08",21,2,0,-2,0
"6969.08",22,2,0,-2,0
"6978.04",17,2,0,-2,0
"6981.16",0,1,1,0,0
"6981.16",6,1,0,-1,0
"6981.16",8,2,2,0,0
"6981.16",11,1,0,-1,0
"6981.16",15,1,1,0,0
"6981.16",17,1,2,1,1
"6981.16",19,1,1,0,0
"6981.16",20,1,1,0,0
"6981.16",23,1,3,2,1
"6989.07",8,4,1,-3,0
"6989.07",10,3,0,-3,0
"6989.07",11,1,2,1,1
"6989.07",13,3,2,-1,0
"6989.07",15,4,1,-3,0
"6989.07",16,3,2,-1,0
"6989.07",17,2,1,-1,0
"6989.07",18,3,2,-1,0
"6989.07",19,2,2,0,0
"6989.07",21,2,3,1,1
"6989.07",22,1,1,0,0
"6991.12",0,2,2,0,0
"6991.12",1,3,0,-3,0
"6991.12",7,3,1,-2,0
"6991.12",8,5,2,-3,0
"6991.12",9,4,4,0,0
"6991.12",10,2,1,-1,0
"6991.12",11,4,1,-3,0
"6991.12",12,2,7,5,1
"6991.12",13,4,5,1,1
"6991.12",14,3,5,2,1
"6991.12",15,4,5,1,1
"6991.12",16,5,8,3,1
"6991.12",17,7,11,4,1
"6991.12",18,6,5,-1,0
"6991.12",19,5,2,-3,0
"6991.12",20,1,3,2,1
"6991.12",21,1,1,0,0
"6994.06",0,1,0,-1,0
"6994.06",8,1,0,-1,0
"6994.06",14,1,0,-1,0
"6994.06",15,1,1,0,0
"6994.06",17,4,1,-3,0
"6994.06",18,1,0,-1,0
"6994.06",20,1,0,-1,0
"6994.06",21,1,1,0,0
"6996.01",5,1,0,-1,0
"6996.01",8,1,3,2,1
"6996.01",12,1,0,-1,0
"6996.01",13,4,0,-4,0
"6996.01",15,1,1,0,0
"6996.01",16,1,0,-1,0
"6996.01",17,1,1,0,0
"6996.01",18,1,0,-1,0
"6996.01",20,1,3,2,1
"6998.08",0,1,2,1,1
"6998.08",5,1,2,1,1
"6998.08",6,1,2,1,1
"6998.08",7,6,5,-1,0
"6998.08",8,3,3,0,0
"6998.08",9,2,4,2,1
"6998.08",10,6,8,2,1
"6998.08",11,3,0,-3,0
"6998.08",12,1,4,3,1
"6998.08",13,7,7,0,0
"6998.08",14,9,13,4,1
"6998.08",15,5,11,6,1
"6998.08",16,12,12,0,0
"6998.08",17,21,16,-5,0
"6998.08",18,3,9,6,1
"6998.08",19,3,4,1,1
"6998.08",20,4,5,1,1
"6998.08",21,5,4,-1,0
"6998.08",22,3,1,-2,0
"6998.08",23,2,4,2,1
"7003.06",7,1,1,0,0
"7003.06",8,5,2,-3,0
"7003.06",10,1,1,0,0
"7003.06",12,1,3,2,1
"7003.06",13,1,0,-1,0
"7003.06",15,3,1,-2,0
"7003.06",16,2,6,4,1
"7003.06",17,4,2,-2,0
"7003.06",18,2,1,-1,0
"7003.06",19,3,0,-3,0
"7003.06",20,2,1,-1,0
"7003.06",21,1,0,-1,0
"7009.02",7,4,0,-4,0
"7009.02",13,1,1,0,0
"7009.02",14,1,2,1,1
"7009.02",15,1,0,-1,0
"7009.02",19,1,1,0,0
"7009.02",20,1,2,1,1
"7009.02",22,1,1,0,0
"7009.02",23,1,1,0,0
"7009.06",6,1,0,-1,0
"7009.06",11,1,0,-1,0
"7009.06",12,1,0,-1,0
"7009.06",13,1,0,-1,0
"7009.06",14,1,1,0,0
"7009.06",17,1,1,0,0
"7009.06",19,2,0,-2,0
"7009.06",23,1,0,-1,0
"7014.12",0,1,2,1,1
"7014.12",1,1,1,0,0
"7014.12",2,5,0,-5,0
"7014.12",4,1,1,0,0
"7014.12",5,3,1,-2,0
"7014.12",7,5,5,0,0
"7014.12",8,7,16,9,1
"7014.12",9,9,8,-1,0
"7014.12",10,9,7,-2,0
"7014.12",11,10,9,-1,0
"7014.12",12,14,6,-8,0
"7014.12",13,5,11,6,1
"7014.12",14,14,10,-4,0
"7014.12",15,14,19,5,1
"7014.12",16,14,21,7,1
"7014.12",17,24,21,-3,0
"7014.12",18,24,15,-9,0
"7014.12",19,14,16,2,1
"7014.12",20,13,14,1,1
"7014.12",21,7,4,-3,0
"7014.12",22,6,4,-2,0
"7014.12",23,2,5,3,1
"7018.01",3,1,0,-1,0
"7018.01",6,2,1,-1,0
"7018.01",7,1,2,1,1
"7018.01",8,1,1,0,0
"7018.01",10,1,2,1,1
"7018.01",11,1,1,0,0
"7018.01",12,3,2,-1,0
"7018.01",14,1,2,1,1
"7018.01",15,2,2,0,0
"7018.01",16,7,0,-7,0
"7018.01",17,1,2,1,1
"7018.01",18,2,2,0,0
"7018.01",19,1,2,1,1
"7018.01",22,1,0,-1,0
"7018.01",23,2,1,-1,0
"7020.02",0,2,1,-1,0
"7020.02",2,1,1,0,0
"7020.02",5,2,0,-2,0
"7020.02",6,3,0,-3,0
"7020.02",7,6,5,-1,0
"7020.02",8,11,3,-8,0
"7020.02",9,6,3,-3,0
"7020.02",10,1,0,-1,0
"7020.02",11,3,4,1,1
"7020.02",12,5,4,-1,0
"7020.02",13,4,4,0,0
"7020.02",14,6,7,1,1
"7020.02",15,3,4,1,1
"7020.02",16,12,8,-4,0
"7020.02",17,10,11,1,1
"7020.02",18,20,14,-6,0
"7020.02",19,6,8,2,1
"7020.02",20,7,4,-3,0
"7020.02",21,3,5,2,1
"7020.02",22,5,7,2,1
"7020.02",23,4,4,0,0
"7020.09",1,2,0,-2,0
"7020.09",5,1,0,-1,0
"7020.09",6,2,0,-2,0
"7020.09",7,3,2,-1,0
"7020.09",8,2,1,-1,0
"7020.09",10,1,2,1,1
"7020.09",11,2,2,0,0
"7020.09",12,1,1,0,0
"7020.09",14,2,2,0,0
"7020.09",15,2,2,0,0
"7020.09",16,2,1,-1,0
"7020.09",17,4,3,-1,0
"7020.09",18,1,4,3,1
"7020.09",19,3,1,-2,0
"7020.09",20,1,3,2,1
"7023.04",0,1,2,1,1
"7023.04",1,1,1,0,0
"7023.04",2,1,3,2,1
"7023.04",5,1,2,1,1
"7023.04",6,7,12,5,1
"7023.04",7,10,8,-2,0
"7023.04",8,15,14,-1,0
"7023.04",9,10,9,-1,0
"7023.04",10,9,8,-1,0
"7023.04",11,6,4,-2,0
"7023.04",12,3,6,3,1
"7023.04",13,10,6,-4,0
"7023.04",14,8,7,-1,0
"7023.04",15,4,7,3,1
"7023.04",16,16,13,-3,0
"7023.04",17,15,21,6,1
"7023.04",18,13,15,2,1
"7023.04",19,15,20,5,1
"7023.04",20,7,12,5,1
"7023.04",21,6,4,-2,0
"7023.04",22,1,6,5,1
"7023.04",23,1,5,4,1
"7023.09",7,1,0,-1,0
"7023.09",8,1,0,-1,0
"7023.09",9,4,0,-4,0
"7023.09",13,1,1,0,0
"7023.09",14,1,0,-1,0
"7023.09",15,2,0,-2,0
"7023.09",16,1,0,-1,0
"7026.08",6,2,0,-2,0
"7026.08",7,3,1,-2,0
"7026.08",8,2,1,-1,0
"7026.08",9,3,2,-1,0
"7026.08",10,1,0,-1,0
"7026.08",11,3,1,-2,0
"7026.08",13,1,0,-1,0
"7026.08",14,1,3,2,1
"7026.08",15,2,1,-1,0
"7026.08",16,2,1,-1,0
"7026.08",18,1,1,0,0
"7026.08",19,1,4,3,1
"7026.08",20,1,5,4,1
"7026.08",21,1,0,-1,0
"7028.04",0,1,0,-1,0
"7028.04",5,1,1,0,0
"7028.04",6,1,0,-1,0
"7028.04",7,3,2,-1,0
"7028.04",8,2,2,0,0
"7028.04",9,2,2,0,0
"7028.04",10,1,3,2,1
"7028.04",11,1,1,0,0
"7028.04",13,1,2,1,1
"7028.04",14,3,3,0,0
"7028.04",15,5,4,-1,0
"7028.04",16,1,5,4,1
"7028.04",17,6,9,3,1
"7028.04",18,4,5,1,1
"7028.04",19,1,7,6,1
"7028.04",20,1,2,1,1
"7028.04",21,1,2,1,1
"7028.04",22,1,3,2,1
"7028.04",23,1,0,-1,0
"7032.02",9,1,0,-1,0
"7032.02",17,1,0,-1,0
"7032.02",18,1,2,1,1
"7032.02",19,1,0,-1,0
"7032.06",3,1,0,-1,0
"7032.06",8,1,0,-1,0
"7032.06",9,1,0,-1,0
"7032.06",10,1,0,-1,0
"7032.06",11,1,1,0,0
"7032.06",18,4,1,-3,0
"7032.06",20,1,1,0,0
"7032.06",22,1,0,-1,0
"7034.09",0,1,3,2,1
"7034.09",8,2,1,-1,0
"7034.09",10,2,1,-1,0
"7034.09",13,1,1,0,0
"7034.09",15,1,1,0,0
"7034.09",20,1,0,-1,0
"7034.09",21,1,1,0,0
"7039.03",0,1,0,-1,0
"7039.03",9,3,0,-3,0
"7039.03",10,2,1,-1,0
"7039.03",13,1,0,-1,0
"7039.03",14,2,0,-2,0
"7039.03",15,1,0,-1,0
"7039.03",16,2,2,0,0
"7039.03",17,1,2,1,1
"7039.03",18,3,2,-1,0
"7039.03",19,2,0,-2,0
"7039.03",20,2,3,1,1
"7039.03",21,1,0,-1,0
"7047.07",0,1,0,-1,0
"7047.07",5,1,0,-1,0
"7047.07",11,1,0,-1,0
"7047.07",12,2,2,0,0
"7047.07",14,1,2,1,1
"7047.07",15,1,3,2,1
"7047.07",16,2,4,2,1
"7047.07",17,2,0,-2,0
"7047.07",19,4,2,-2,0
"7047.07",21,1,0,-1,0
"7047.07",22,4,0,-4,0
"7049.04",0,1,2,1,1
"7049.04",3,1,0,-1,0
"7049.04",6,5,1,-4,0
"7049.04",7,10,1,-9,0
"7049.04",8,11,5,-6,0
"7049.04",9,2,2,0,0
"7049.04",11,2,2,0,0
"7049.04",12,2,1,-1,0
